KRT16P4,ENSG00000229526
SLC35B4,ENSG00000205060
DCAF4L1,ENSG00000182308
MISP3,ENSG00000141854
SLC35B1,ENSG00000121073
IL23R,ENSG00000162594
DCAF4L2,ENSG00000176566
C14ORF93,ENSG00000100802
RPS6KA4,ENSG00000162302
NIPAL4,ENSG00000172548
NFU1,ENSG00000169599
RPS6KA3,ENSG00000177189
RPS6KA6,ENSG00000072133
RPS6KA5,ENSG00000100784
NIPAL1,ENSG00000163293
RPS6KA2,ENSG00000071242
NIPAL2,ENSG00000104361
RPS6KA1,ENSG00000281877
NIPAL3,ENSG00000001461
ARFIP2,ENSG00000132254
ARFIP1,ENSG00000164144
SLC35A5,ENSG00000138459
FAM41C,ENSG00000230368
TANGO6,ENSG00000103047
IL1R1,ENSG00000115594
IL1R2,ENSG00000115590
SLC35C2,ENSG00000080189
TANGO2,ENSG00000183597
SLC35C1,ENSG00000181830
TWSG1,ENSG00000128791
IL23A,ENSG00000110944
NDUFS5P1,ENSG00000218424
GSAP,ENSG00000186088
NDUFS5P2,ENSG00000234226
OBSL1,ENSG00000124006
CFTR,ENSG00000001626
SLC22A4,ENSG00000197208
SPRR2E,ENSG00000203785
SPRR2G,ENSG00000159516
SLC22A5,ENSG00000197375
SLC35D1,ENSG00000116704
SLC22A2,ENSG00000112499
SH2D2A,ENSG00000027869
SLC35D3,ENSG00000182747
SLC22A1,ENSG00000175003
SLC35D2,ENSG00000130958
CRHR1,ENSG00000276191
CRHR2,ENSG00000106113
GSE1,ENSG00000131149
FAM43A,ENSG00000185112
ARGLU1,ENSG00000134884
SPRR2D,ENSG00000163216
XCR1,ENSG00000173578
SLC35E1,ENSG00000127526
SLC35E4,ENSG00000100036
SH2D1A,ENSG00000183918
SLC35E3,ENSG00000175782
SH2D1B,ENSG00000198574
MPHOSPH10,ENSG00000124383
SPRR1A,ENSG00000169474
TECPR2,ENSG00000196663
SPRR1B,ENSG00000169469
TECPR1,ENSG00000205356
SLC22A9,ENSG00000149742
SLC35F6,ENSG00000213699
C17ORF75,ENSG00000108666
SLC35F3,ENSG00000183780
CAB39L,ENSG00000102547
SLC35F2,ENSG00000110660
SLC35F5,ENSG00000115084
SLC35F4,ENSG00000151812
MCUB,ENSG00000005059
RSF1,ENSG00000048649
SLC35F1,ENSG00000196376
SIPA1L2,ENSG00000116991
SIPA1L3,ENSG00000105738
SIPA1L1,ENSG00000197555
GSG1,ENSG00000111305
RNA5-8SP2,ENSG00000200434
LL22NC03-63E9.3,ENSG00000220891
SLC35G3,ENSG00000164729
COX6CP15,ENSG00000228092
COX6CP12,ENSG00000234463
COX6CP13,ENSG00000234144
SLC35G5,ENSG00000285084
C17ORF80,ENSG00000141219
MT1P3,ENSG00000229230
SLC35G2,ENSG00000168917
TYK2,ENSG00000105397
SLC35G1,ENSG00000176273
MTSS1,ENSG00000170873
MIR105-2,ENSG00000207818
MIR105-1,ENSG00000207957
NFX1,ENSG00000086102
C1QTNF12,ENSG00000184163
RPS3AP9,ENSG00000231022
AMER1,ENSG00000184675
RNY4P30,ENSG00000222148
AMER2,ENSG00000165566
MEGF6,ENSG00000162591
AMER3,ENSG00000178171
RPS3AP5,ENSG00000178429
RPS3AP6,ENSG00000234797
C17ORF58,ENSG00000186665
RGPD6,ENSG00000183054
RPS3AP1,ENSG00000233206
RGPD5,ENSG00000015568
RGPD8,ENSG00000169629
RPS3AP3,ENSG00000231241
TYMS,ENSG00000176890
RGPD2,ENSG00000185304
RGPD1,ENSG00000187627
RNY4P34,ENSG00000201649
RGPD4,ENSG00000196862
TYMP,ENSG00000025708
BEGAIN,ENSG00000183092
RGPD3,ENSG00000153165
TCEAL8,ENSG00000180964
TCEAL7,ENSG00000182916
TCEAL6,ENSG00000204071
TCEAL5,ENSG00000204065
TCEAL4,ENSG00000133142
TCEAL3,ENSG00000196507
TCEAL2,ENSG00000184905
EMC1,ENSG00000127463
TCEAL1,ENSG00000172465
EMC2,ENSG00000104412
SUSD4,ENSG00000143502
EMC3,ENSG00000125037
SUSD3,ENSG00000157303
EMC4,ENSG00000128463
SUSD6,ENSG00000100647
FAM47E,ENSG00000189157
EMC6,ENSG00000127774
SUSD5,ENSG00000173705
EMC7,ENSG00000134153
EMC8,ENSG00000131148
EMC9,ENSG00000285377
TCEAL9,ENSG00000185222
SVIL,ENSG00000197321
C17ORF67,ENSG00000214226
NFYA,ENSG00000001167
NFYB,ENSG00000120837
NFYC,ENSG00000066136
SUSD2,ENSG00000099994
SUSD1,ENSG00000106868
SVIP,ENSG00000198168
SLURP1,ENSG00000126233
SPCS3,ENSG00000129128
SPCS2,ENSG00000118363
SPCS1,ENSG00000114902
GSTA4,ENSG00000170899
MT-RNR2,ENSG00000210082
LRRN4CL,ENSG00000177363
MT-RNR1,ENSG00000211459
QPCT,ENSG00000115828
AP1B1P1,ENSG00000290475
MEGF8,ENSG00000105429
SIPA1,ENSG00000213445
MEGF9,ENSG00000106780
SPPL2B,ENSG00000005206
PMCH,ENSG00000183395
ROGDI,ENSG00000067836
SPPL2A,ENSG00000138600
CLEC18C,ENSG00000157335
CLEC18B,ENSG00000140839
RNY4P16,ENSG00000201638
CLEC18A,ENSG00000157322
PAIP2B,ENSG00000124374
EME1,ENSG00000154920
EME2,ENSG00000197774
RNU6-529P,ENSG00000200253
FPGS,ENSG00000136877
GBAP1,ENSG00000291137
POSTN,ENSG00000133110
RNY4P24,ENSG00000199605
RNY4P23,ENSG00000201377
TRPC4AP,ENSG00000100991
EMCN,ENSG00000164035
RNY4P19,ENSG00000199400
SPECC1L,ENSG00000100014
TIMELESS,ENSG00000111602
MYADM,ENSG00000179820
NUPR2,ENSG00000185290
NUPR1,ENSG00000176046
C17ORF99,ENSG00000187997
PMEL,ENSG00000185664
C17ORF97,ENSG00000187624
ISYNA1,ENSG00000105655
GSTCD,ENSG00000138780
CLEC16A,ENSG00000038532
PMF1,ENSG00000160783
CAMSAP1,ENSG00000130559
CAMSAP2,ENSG00000118200
EMG1,ENSG00000126749
NPC1L1,ENSG00000015520
C14ORF28,ENSG00000179476
TASP1,ENSG00000089123
PNPT1,ENSG00000138035
CAMSAP3,ENSG00000076826
DIAPH1,ENSG00000131504
DAP,ENSG00000112977
DIAPH2,ENSG00000147202
DIAPH3,ENSG00000139734
PXMP2,ENSG00000176894
PXMP4,ENSG00000101417
KRT18P3,ENSG00000215553
KRT18P2,ENSG00000234439
KRT18P1,ENSG00000228666
COLGALT2,ENSG00000198756
CGB8,ENSG00000213030
CGB7,ENSG00000196337
DBI,ENSG00000155368
CGB2,ENSG00000104818
KRT18P4,ENSG00000229222
DBP,ENSG00000105516
RNU6-658P,ENSG00000207336
NTMT1,ENSG00000148335
DBT,ENSG00000137992
SNORA41B,ENSG00000207516
COLGALT1,ENSG00000130309
STPG1,ENSG00000001460
SVOP,ENSG00000166111
STPG2,ENSG00000163116
DCD,ENSG00000161634
DCC,ENSG00000187323
OXSR1,ENSG00000172939
DCK,ENSG00000156136
C1QTNF9B,ENSG00000205863
TAF9BP2,ENSG00000215760
ZAP70,ENSG00000115085
CFAP221,ENSG00000163075
DCT,ENSG00000080166
DCX,ENSG00000077279
C14ORF39,ENSG00000179008
DNASE2,ENSG00000105612
DNASE1,ENSG00000213918
MIR1289-1,ENSG00000221763
DDC,ENSG00000132437
CLEC12A,ENSG00000172322
SNORA1B,ENSG00000199405
DDO,ENSG00000203797
DDN,ENSG00000181418
PDE11A,ENSG00000128655
SNORA18,ENSG00000207145
DDT,ENSG00000099977
SNORA19,ENSG00000207468
RPS6KC1,ENSG00000136643
TYW1,ENSG00000198874
SNORA15,ENSG00000207168
PDSS2,ENSG00000164494
SNORA12,ENSG00000212464
PDSS1,ENSG00000148459
SNORA10,ENSG00000206811
SNORA11,ENSG00000221716
ATP13A1,ENSG00000105726
DEK,ENSG00000124795
DES,ENSG00000175084
PDE10A,ENSG00000112541
RPS6KB1,ENSG00000108443
RPS6KB2,ENSG00000175634
ATP13A4,ENSG00000127249
ATP13A5,ENSG00000187527
ATP13A2,ENSG00000159363
PRELID3BP11,ENSG00000231108
ATP13A3,ENSG00000133657
MT-ND6,ENSG00000198695
LIF-AS1,ENSG00000232530
RALGAPA1P1,ENSG00000229419
MDC1,ENSG00000224587
SNORA40,ENSG00000210825
MT-ND4,ENSG00000198886
MT-ND5,ENSG00000198786
NEXMIF,ENSG00000050030
MT-ND2,ENSG00000198763
SNORA3B,ENSG00000212607
MT-ND3,ENSG00000198840
RPL31P44,ENSG00000213657
MT-ND1,ENSG00000198888
SNORA3A,ENSG00000200983
SCAMP5,ENSG00000198794
SCAMP4,ENSG00000227500
LACTB,ENSG00000103642
IL4I1,ENSG00000104951
CYP2D7,ENSG00000205702
CYP2D6,ENSG00000272000
IGLON5,ENSG00000142549
RPL31P50,ENSG00000231788
SNORA38,ENSG00000200816
SNORA37,ENSG00000207233
RNU6-545P,ENSG00000199551
SNORA32,ENSG00000206799
SNORA33,ENSG00000200534
SNORA30,ENSG00000206755
SNORA31,ENSG00000199477
MIRLET7BHG,ENSG00000197182
TYW5,ENSG00000162971
TYW3,ENSG00000162623
FIBCD1,ENSG00000130720
NGDN,ENSG00000129460
SNORA2C,ENSG00000221491
SCAMP1,ENSG00000085365
SNORA2A,ENSG00000206612
EML1,ENSG00000066629
HSPG2,ENSG00000142798
SNORA2B,ENSG00000207313
SCAMP3,ENSG00000263290
EML2,ENSG00000125746
RPL31P35,ENSG00000232612
SCAMP2,ENSG00000140497
EML3,ENSG00000149499
EML4,ENSG00000143924
AR,ENSG00000169083
EML5,ENSG00000165521
EML6,ENSG00000214595
RPL5P4,ENSG00000229994
PRKAR1B,ENSG00000188191
RPL5P5,ENSG00000213051
SNORA29,ENSG00000206910
PRKAR1A,ENSG00000108946
RPL5P6,ENSG00000232393
RPL5P7,ENSG00000234415
SNORA27,ENSG00000207051
RPL5P8,ENSG00000213917
SNORA25,ENSG00000207112
SNORA26,ENSG00000212588
SNORA23,ENSG00000201998
CYP2E1,ENSG00000130649
RBCK1,ENSG00000125826
SNORA21,ENSG00000199293
SNORA22,ENSG00000206634
CGGBP1,ENSG00000163320
NGEF,ENSG00000066248
SNORA20,ENSG00000207392
GRID2IP,ENSG00000215045
SNORA62,ENSG00000202363
SNORA60,ENSG00000199266
DHH,ENSG00000139549
SHOX2,ENSG00000168779
ACTL7B,ENSG00000148156
FPR1,ENSG00000171051
AAAS,ENSG00000094914
SNORA5B,ENSG00000200656
C2,ENSG00000166278
C3,ENSG00000125730
DYNC2LI1,ENSG00000138036
SNORA5A,ENSG00000206838
C5,ENSG00000106804
GRIN2A,ENSG00000183454
HSPH1,ENSG00000120694
C7,ENSG00000112936
PRKAR2B,ENSG00000284096
C9,ENSG00000113600
PRKAR2A,ENSG00000114302
BRAFP1,ENSG00000224775
RNU6-414P,ENSG00000200575
SNORA56,ENSG00000206693
SNORA57,ENSG00000206597
RSU1,ENSG00000148484
SNORA55,ENSG00000201457
SNORA52,ENSG00000199785
SNORA53,ENSG00000212443
EXPH5,ENSG00000110723
NGFR,ENSG00000064300
SNORA51,ENSG00000271798
GLYATL3,ENSG00000203972
GLYATL2,ENSG00000156689
C11ORF21,ENSG00000110665
PES1P2,ENSG00000229268
PMM1,ENSG00000100417
TAS2R15P,ENSG00000212125
PMM2,ENSG00000140650
RPL31P52,ENSG00000219355
RPL31P54,ENSG00000229865
RPL31P53,ENSG00000225352
GRIN2C,ENSG00000161509
CP,ENSG00000047457
GRIN2D,ENSG00000105464
CS,ENSG00000062485
CYP2C9,ENSG00000138109
CYP2C8,ENSG00000138115
GRIN3B,ENSG00000116032
GRIN3A,ENSG00000198785
SNORA49,ENSG00000208892
C11ORF16,ENSG00000176029
SNORA48,ENSG00000209582
RNU6-679P,ENSG00000212305
SNORA46,ENSG00000207493
SNORA41,ENSG00000207406
LAD1,ENSG00000159166
SNORA81,ENSG00000221420
LRSAM1,ENSG00000148356
RPLP1,ENSG00000137818
RPLP0,ENSG00000089157
QPRT,ENSG00000103485
ECSIT,ENSG00000130159
TCEAL4P1,ENSG00000223543
AACS,ENSG00000081760
SNORA7B,ENSG00000207088
NIPBL,ENSG00000164190
SNORA7A,ENSG00000207496
RPLP2,ENSG00000177600
SNORA79,ENSG00000221303
SNORA77,ENSG00000221643
APPL2,ENSG00000136044
RNU6-541P,ENSG00000207440
RNU6-674P,ENSG00000200701
C11ORF24,ENSG00000171067
APPL1,ENSG00000157500
SNORA75,ENSG00000206885
SNORA72,ENSG00000207067
SNORA70,ENSG00000207165
CCDC162P,ENSG00000203799
ACTL6B,ENSG00000077080
ACTL6A,ENSG00000136518
SIRT4,ENSG00000089163
NIPA1,ENSG00000288478
EMP1,ENSG00000134531
SIRT5,ENSG00000124523
EMP2,ENSG00000213853
SIRT6,ENSG00000077463
EMP3,ENSG00000142227
NIPA2,ENSG00000140157
SIRT7,ENSG00000187531
F2,ENSG00000180210
TRBV24-1,ENSG00000211750
F3,ENSG00000117525
SIRT1,ENSG00000096717
FAHD2A,ENSG00000115042
SIRT2,ENSG00000283100
F5,ENSG00000198734
FAHD2B,ENSG00000144199
SIRT3,ENSG00000142082
F7,ENSG00000057593
F8,ENSG00000185010
BDH2,ENSG00000164039
BDH1,ENSG00000275544
CDC42EP5,ENSG00000167617
CDC42EP4,ENSG00000179604
CDC42EP3,ENSG00000163171
CDC42EP2,ENSG00000149798
SNORA69,ENSG00000206622
PICK1,ENSG00000100151
CDC42EP1,ENSG00000128283
PMP2,ENSG00000147588
SNORA67,ENSG00000277985
SNORA68,ENSG00000207166
SNORA65,ENSG00000201302
DLD,ENSG00000091140
SNORA66,ENSG00000207523
MDFI,ENSG00000112559
SNORA63,ENSG00000200320
RNU6-540P,ENSG00000207352
SNORA64,ENSG00000207405
C11ORF52,ENSG00000149300
FH,ENSG00000091483
C11ORF54,ENSG00000182919
RPL31P20,ENSG00000229756
CCNDBP1,ENSG00000166946
HLA-DMA,ENSG00000204257
SNORA9B,ENSG00000206897
MYCT1,ENSG00000120279
PMS2,ENSG00000122512
DMD,ENSG00000198947
CSMD3,ENSG00000164796
GC,ENSG00000145321
CSMD2,ENSG00000121904
CSMD1,ENSG00000183117
PMS1,ENSG00000064933
RPL31P15,ENSG00000232430
C11ORF65,ENSG00000166323
GK,ENSG00000198814
MDH1,ENSG00000014641
GSX1,ENSG00000169840
MDH2,ENSG00000146701
AADAT,ENSG00000109576
HNRNPUL2-BSCL2,ENSG00000234857
RPL31P12,ENSG00000227207
RPL31P11,ENSG00000213075
RPL31P13,ENSG00000228646
TTLL7,ENSG00000137941
TTLL6,ENSG00000170703
TTLL5,ENSG00000119685
TTLL4,ENSG00000135912
AADAC,ENSG00000114771
TTLL3,ENSG00000214021
TTLL1,ENSG00000100271
TTLL9,ENSG00000131044
C11ORF58,ENSG00000110696
HDDC2,ENSG00000111906
RNU6-670P,ENSG00000201182
FAM13B,ENSG00000031003
UBE2D4,ENSG00000078967
FAM13C,ENSG00000148541
UBE2D2,ENSG00000131508
UBE2D3,ENSG00000109332
FAM13A,ENSG00000138640
C11ORF71,ENSG00000180425
UBE2D1,ENSG00000072401
HR,ENSG00000168453
HDDC3,ENSG00000184508
PMPCB,ENSG00000105819
PMPCA,ENSG00000165688
HLA-DOA,ENSG00000206292
C11ORF68,ENSG00000175573
IK,ENSG00000113141
LAG3,ENSG00000089692
C11ORF87,ENSG00000185742
C11ORF86,ENSG00000173237
C11ORF80,ENSG00000173715
UBE2E3,ENSG00000170035
VPS33A,ENSG00000139719
VPS33B,ENSG00000184056
UBE2E1,ENSG00000170142
UBE2E2,ENSG00000182247
EMSY,ENSG00000158636
PIGBOS1,ENSG00000225973
NSMAF,ENSG00000035681
C11ORF96,ENSG00000187479
RNU4-90P,ENSG00000199643
FBLIM1,ENSG00000162458
C11ORF91,ENSG00000205177
DPT,ENSG00000143196
TNFRSF11B,ENSG00000164761
TNFRSF11A,ENSG00000141655
NTPCR,ENSG00000135778
SOCS2,ENSG00000120833
SOCS3,ENSG00000184557
SOCS1,ENSG00000185338
PMVK,ENSG00000163344
SOCS6,ENSG00000170677
RNU6-672P,ENSG00000206638
MDN1,ENSG00000288121
SOCS4,ENSG00000274229
SOCS5,ENSG00000171150
COL28A1,ENSG00000215018
KL,ENSG00000133116
DR1,ENSG00000117505
BRPF1,ENSG00000156983
BDNF,ENSG00000176697
BRPF3,ENSG00000096070
GFPT2,ENSG00000131459
GFPT1,ENSG00000198380
TNFRSF10C,ENSG00000173535
TNFRSF10B,ENSG00000120889
BCDIN3D,ENSG00000186666
TNFRSF10A,ENSG00000104689
RNU4ATAC16P,ENSG00000221439
TNFRSF10D,ENSG00000173530
SNORA80C,ENSG00000199787
ZC3HC1,ENSG00000091732
SNORA80D,ENSG00000207217
SNORA80E,ENSG00000207475
TFCP2,ENSG00000135457
MDM2,ENSG00000135679
AAK1,ENSG00000115977
HLA-DRA,ENSG00000206308
MDM4,ENSG00000198625
MYD88,ENSG00000172936
SNORA80A,ENSG00000200792
MDM1,ENSG00000111554
SNORA80B,ENSG00000206633
DRAXIN,ENSG00000162490
ST6GALNAC1,ENSG00000070526
ST6GALNAC2,ENSG00000070731
SH2D4A,ENSG00000104611
SH2D4B,ENSG00000178217
ATRAID,ENSG00000138085
MRPL4,ENSG00000105364
MRPL3,ENSG00000114686
NGRN,ENSG00000182768
MRPL2,ENSG00000112651
MRPL1,ENSG00000169288
MB,ENSG00000198125
DSE,ENSG00000111817
DGCR8,ENSG00000128191
DGCR6,ENSG00000183628
MRPL9,ENSG00000143436
MDP1,ENSG00000285200
SPG11,ENSG00000104133
EID2B,ENSG00000176401
DGCR2,ENSG00000070413
DSP,ENSG00000096696
PTCRA,ENSG00000171611
EMX1,ENSG00000135638
EMX2,ENSG00000170370
DST,ENSG00000151914
SH2D3A,ENSG00000125731
SH2D3C,ENSG00000095370
CALM2P4,ENSG00000233662
VPS37C,ENSG00000167987
VPS37D,ENSG00000176428
RAD23A,ENSG00000179262
VPS37A,ENSG00000155975
VPS37B,ENSG00000139722
RAD23B,ENSG00000119318
VPS26BP1,ENSG00000224895
IL1RAPL2,ENSG00000189108
IL1RAPL1,ENSG00000169306
BDP1,ENSG00000145734
DTL,ENSG00000143476
ST6GALNAC4,ENSG00000136840
ST6GALNAC5,ENSG00000117069
OSTM1-AS1,ENSG00000225174
ST6GALNAC6,ENSG00000160408
SLC47A2,ENSG00000180638
RNFT2,ENSG00000135119
COL15A1,ENSG00000204291
SLC47A1,ENSG00000142494
HSD17B14,ENSG00000087076
HSD17B13,ENSG00000170509
HSD17B12,ENSG00000149084
HSD17B11,ENSG00000198189
HSD17B10,ENSG00000072506
RNFT1,ENSG00000189050
CECR2,ENSG00000099954
PTPRZ1,ENSG00000106278
SLITRK2,ENSG00000185985
SLITRK1,ENSG00000178235
SLITRK4,ENSG00000179542
SLITRK6,ENSG00000184564
SLITRK5,ENSG00000165300
AAMP,ENSG00000127837
LINGO2,ENSG00000174482
DUT,ENSG00000128951
LINGO4,ENSG00000213171
LINGO3,ENSG00000220008
BAIAP2,ENSG00000175866
BAIAP3,ENSG00000007516
PC,ENSG00000173599
VIPAS39,ENSG00000151445
PABPC1L,ENSG00000101104
MDGA2,ENSG00000139915
MDGA1,ENSG00000112139
SPG21,ENSG00000090487
DHFR2,ENSG00000178700
RETREG3,ENSG00000141699
RTCA,ENSG00000137996
RTCB,ENSG00000100220
TXNDC11,ENSG00000153066
UBE2L6,ENSG00000156587
TXNDC12,ENSG00000117862
TXNDC15,ENSG00000113621
TXNDC16,ENSG00000087301
UBE2L3,ENSG00000185651
TXNDC17,ENSG00000129235
SLC34A3,ENSG00000198569
HNRNPCP10,ENSG00000215054
ENTPD1,ENSG00000138185
ENTPD2,ENSG00000054179
ENTPD3,ENSG00000168032
ENTPD4,ENSG00000197217
ENTPD5,ENSG00000187097
SLC34A1,ENSG00000131183
ENTPD6,ENSG00000197586
ENTPD7,ENSG00000198018
ENTPD8,ENSG00000188833
TIMD4,ENSG00000145850
VWA5B2,ENSG00000145198
ASRGL1,ENSG00000162174
MDS2,ENSG00000197880
DXO,ENSG00000204348
LAP3,ENSG00000002549
TMEM72-AS1,ENSG00000224812
EPHA10,ENSG00000183317
MST1R,ENSG00000164078
RTF1,ENSG00000137815
AARD,ENSG00000205002
UBE2J2,ENSG00000160087
OSGEP,ENSG00000092094
UBE2J1,ENSG00000198833
SPATA5L1,ENSG00000171763
SWI5,ENSG00000175854
DYM,ENSG00000141627
HSPC324,ENSG00000228401
AAR2,ENSG00000131043
WAPL,ENSG00000062650
TF,ENSG00000091513
TG,ENSG00000042832
TH,ENSG00000180176
HDHD5-AS1,ENSG00000185837
RETREG2,ENSG00000144567
RETREG1,ENSG00000154153
PCSK2,ENSG00000125851
PCSK1,ENSG00000175426
SLC7A14,ENSG00000013293
AATK,ENSG00000181409
PCSK9,ENSG00000169174
SLC7A13,ENSG00000164893
WASL,ENSG00000106299
PCSK7,ENSG00000160613
TNFRSF13C,ENSG00000159958
SLC7A11,ENSG00000151012
PCSK6,ENSG00000140479
IER3IP1,ENSG00000134049
SLC7A10,ENSG00000130876
PCSK5,ENSG00000099139
CLYBL,ENSG00000125246
VDAC1P13,ENSG00000232526
PCSK4,ENSG00000115257
GNGT1,ENSG00000127928
MYDGF,ENSG00000074842
IMMP2L,ENSG00000184903
GNGT2,ENSG00000167083
HYAL1,ENSG00000114378
HYAL2,ENSG00000068001
HYAL3,ENSG00000186792
ENC1,ENSG00000171617
HYAL4,ENSG00000106302
FAM170B,ENSG00000172538
FAM170A,ENSG00000164334
L3HYPDH,ENSG00000126790
AASS,ENSG00000008311
THUMPD3-AS1,ENSG00000206573
TNFRSF12A,ENSG00000006327
MRPS2,ENSG00000122140
MRPS7,ENSG00000125445
MRPS5,ENSG00000144029
LAT2,ENSG00000086730
ENAH,ENSG00000154380
IMMP1L,ENSG00000148950
MRPS9,ENSG00000135972
G2E3,ENSG00000092140
PNCK,ENSG00000130822
IGHMBP2,ENSG00000132740
GREB1L,ENSG00000141449
NEDD9,ENSG00000111859
FAAP24,ENSG00000131944
CRIP2,ENSG00000182809
NEDD8,ENSG00000129559
CRIP3,ENSG00000146215
CRIP1,ENSG00000213145
FAAP20,ENSG00000162585
ARVCF,ENSG00000099889
ALS2CL,ENSG00000178038
USF1P1,ENSG00000226501
FAM172A,ENSG00000113391
PLEKHG4B,ENSG00000153404
SCAND1,ENSG00000171222
NPDC1,ENSG00000107281
YIPF1,ENSG00000058799
YIPF2,ENSG00000130733
GNL3LP1,ENSG00000215032
YIPF3,ENSG00000137207
YIPF4,ENSG00000119820
MIR99AHG,ENSG00000215386
YIPF5,ENSG00000145817
CRIPT,ENSG00000119878
HUWE1,ENSG00000086758
KLK14,ENSG00000129437
UBE2G1,ENSG00000132388
KLK15,ENSG00000174562
UBE2G2,ENSG00000184787
KLK10,ENSG00000129451
KLK11,ENSG00000167757
XG,ENSG00000124343
KLK12,ENSG00000186474
NEDD1,ENSG00000139350
XK,ENSG00000047597
THEMIS2,ENSG00000130775
GLB1L,ENSG00000163521
NEDD4,ENSG00000069869
YIPF6,ENSG00000181704
YIPF7,ENSG00000177752
FAM171B,ENSG00000144369
SH3GL3,ENSG00000140600
RTKN,ENSG00000114993
BCCIP,ENSG00000107949
RTL6,ENSG00000188636
OGDHL,ENSG00000197444
FAM174B,ENSG00000185442
FAM174A,ENSG00000174132
PAMR1,ENSG00000149090
SH3GL1,ENSG00000141985
LAX1,ENSG00000122188
PLCG1-AS1,ENSG00000226648
RNU6-407P,ENSG00000202150
DKC1,ENSG00000130826
UBE2V2,ENSG00000169139
ADGRF5P1,ENSG00000227582
RTN2,ENSG00000125744
KRT19P2,ENSG00000216306
RTN3,ENSG00000133318
KRT19P1,ENSG00000218014
RTN1,ENSG00000139970
ZNF337-AS1,ENSG00000213742
RPL18P10,ENSG00000214359
RTN4,ENSG00000115310
HCAR2,ENSG00000182782
ENHO,ENSG00000168913
EBP,ENSG00000147155
HCAR1,ENSG00000196917
CHAD,ENSG00000136457
TRIM80P,ENSG00000232724
ECD,ENSG00000122882
CRIM1,ENSG00000150938
LAYN,ENSG00000204381
PHOX2B,ENSG00000109132
PHOX2A,ENSG00000165462
FERP1,ENSG00000232149
STT3A,ENSG00000134910
STT3B,ENSG00000163527
ACTL10,ENSG00000288649
RTP4,ENSG00000136514
RTP2,ENSG00000198471
EDA,ENSG00000158813
RTP3,ENSG00000163825
RTP1,ENSG00000175077
CHD9,ENSG00000177200
CHD8,ENSG00000100888
CHD7,ENSG00000171316
CHD6,ENSG00000124177
CHD5,ENSG00000116254
CHD4,ENSG00000111642
CHD3,ENSG00000170004
CHD2,ENSG00000173575
MEA1,ENSG00000124733
CHD1,ENSG00000153922
RGPD4-AS1,ENSG00000230651
FAM178B,ENSG00000168754
PIDD1,ENSG00000177595
UBE2Q1,ENSG00000160714
UBE2Q2,ENSG00000140367
JKAMPP1,ENSG00000231491
RFPL1,ENSG00000128250
SNORA79B,ENSG00000222489
EED,ENSG00000074266
VTRNA1-2,ENSG00000202111
DARS2,ENSG00000117593
VTRNA1-1,ENSG00000199990
RNU1-109P,ENSG00000206687
FAM177B,ENSG00000197520
UBE2R2,ENSG00000107341
CHDH,ENSG00000016391
VTRNA1-3,ENSG00000202515
RNU6-403P,ENSG00000200033
RNU6-536P,ENSG00000200254
RNU5A-8P,ENSG00000200972
KLF4P1,ENSG00000233186
PNKP,ENSG00000039650
AKR1B1P1,ENSG00000229991
TGFBRAP1,ENSG00000135966
ACVR1B,ENSG00000135503
ACVR1C,ENSG00000123612
RNU5A-5P,ENSG00000222986
MDH1B,ENSG00000138400
CHGA,ENSG00000100604
EGF,ENSG00000138798
SWT1,ENSG00000116668
LRWD1,ENSG00000161036
ACVR2B,ENSG00000114739
ACVR2A,ENSG00000121989
CHFR,ENSG00000072609
PNKD,ENSG00000127838
ACIN1,ENSG00000100813
PNMT,ENSG00000141744
RPL30,ENSG00000156482
EHF,ENSG00000135373
RPL32,ENSG00000144713
DPY19L2P3,ENSG00000291213
RPL31,ENSG00000071082
RPL34,ENSG00000109475
DPY19L2P1,ENSG00000291133
DPY19L2P2,ENSG00000291139
TMEM200C,ENSG00000206432
ABAT,ENSG00000183044
ENO1,ENSG00000074800
ENO2,ENSG00000111674
ABCA12,ENSG00000144452
ENO3,ENSG00000108515
ABCA13,ENSG00000179869
ENO4,ENSG00000188316
RNF112,ENSG00000128482
GPR173,ENSG00000184194
GPR176,ENSG00000166073
RNF114,ENSG00000124226
GPR171,ENSG00000174946
RPL36,ENSG00000130255
CYP1B1,ENSG00000138061
RPL35,ENSG00000136942
ADNP2,ENSG00000101544
RPL38,ENSG00000172809
RTTN,ENSG00000176225
RPL37,ENSG00000145592
SNORA73B,ENSG00000200087
ANKS1A,ENSG00000064999
RPL39,ENSG00000198918
RNF111,ENSG00000157450
ANKS1B,ENSG00000185046
MED1,ENSG00000125686
CHIA,ENSG00000134216
MECR,ENSG00000116353
DEPDC1-AS1,ENSG00000234264
RPL21,ENSG00000122026
RPL23,ENSG00000125691
RPL22,ENSG00000116251
MED8,ENSG00000159479
MED9,ENSG00000141026
MED4,ENSG00000136146
DKK1,ENSG00000107984
MED6,ENSG00000133997
DKK2,ENSG00000155011
MED7,ENSG00000155868
DKK3,ENSG00000050165
CPED1,ENSG00000106034
DKK4,ENSG00000104371
RNF123,ENSG00000164068
ABCA10,ENSG00000154263
RNF126,ENSG00000070423
RNF125,ENSG00000101695
RNF128,ENSG00000133135
GPR161,ENSG00000143147
GPR160,ENSG00000173890
RPL24,ENSG00000114391
SNORA74A,ENSG00000200959
RPL27,ENSG00000131469
SNORA74B,ENSG00000212402
RPL26,ENSG00000161970
RNU6-689P,ENSG00000206924
